pid,label,key,location,keywords,description,named_persons,rights,creation_date,ingest_date,latitude,longitude,format,source,order,layout,thumbnail,full,manifest,collection
01121cc,People,people,Lake County (Colo.),"People, Men, Women, Children, Horses, Houses, Ranches","Coquoz ranch, house, horses and people (Prince collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1054,cmhc_item,"/img/derivatives/iiif/images/01121cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01121cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01121cc/manifest.json,cmhc
01122cc,People,people,"Lakeside Amusement Park (Denver, Colo.)","People, Men, Women, Automobiles","Unidentified men and woman in ""car"" at Lakeside in Denver, poor condition (Prince collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1055,cmhc_item,"/img/derivatives/iiif/images/01122cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01122cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01122cc/manifest.json,cmhc
01123cc,People,people,Leadville (Colo.),"People, Men, Wagons, Horses, Buildings","Mr. Tuotte, horse & wagon, east of Leadville (Prince collection)",Mr. Tuotte,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1056,cmhc_item,"/img/derivatives/iiif/images/01123cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01123cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01123cc/manifest.json,cmhc
01124cc,People,people,Leadville (Colo.),"People, Men, Women, Children, Houses","Tuotte family, 143 W. Chestnut Street (Prince collection)",Tuotte family,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24409,-106.29214,Photo,Scanned Negative,1057,cmhc_item,"/img/derivatives/iiif/images/01124cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01124cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01124cc/manifest.json,cmhc
01125cc,People,people,Stringtown (Colo.),"People, Women, Children, Businesses","LaBelles and relatives in front of LaBelle Saloon, Stringtown, 1915 (Prince collection)",Labelle family,This photo is property of Lake County Civic Center Association.,1915,2021-03-30,,,Photo,Scanned Negative,1058,cmhc_item,"/img/derivatives/iiif/images/01125cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01125cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01125cc/manifest.json,cmhc
01126cc,People,people,Turquoise Lake (Colo.),"People, Men, Women, Children, Recreation, Turquoise Lake","Tuotte, Gay, LaBelle, and Coquozs families picnicing at Turquoise Lake, July 4, 1913 (Prince collection)","Tuotte family, Gay family, LaBelle family, Coquoz family",This photo is property of Lake County Civic Center Association.,07/04/1913,2021-03-30,39.27262,-106.37871,Photo,Scanned Negative,1059,cmhc_item,"/img/derivatives/iiif/images/01126cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01126cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01126cc/manifest.json,cmhc
00108cc,People,people,Leadville (Colo.),"People, Men, Lodges","Silver Camp No. 12, Woodmen of the World - Uniform Rank Drill Team, July 4, 1905. Back row: Richard Bennett, John Otto Johnson, W.H. Haughey, E.A. Davis, F.J. Howard, Edgar J. Schlageley(?). Middle row: Lee F. Olinger, Quartermaster D.B. Olinger, Captain William Youe, W.J. Ahern, W. D. O'Leary. Front row: Guy H. Edmonson, Wilbur Simmons, Sergeant Frank W. Hight, W. F. Thielke, P. A. Ahern.","Richard Bennett, John Otto Johnson, W.H. Haughey, E.A. Davis, F.J. Howard, Edgar J. Schlageley(?), Lee F. Olinger, D.B. Olinger, William Youe, W.J. Ahern, W. D. O'Leary, Guy H. Edmonson, Wilbur Simmons, Sergeant Frank W. Hight, W. F. Thielke, P. A. Ahern.",This photo is property of Lake County Civic Center Association.,,2021-01-13,,,Photo,Scanned Negative,106,cmhc_item,"/img/derivatives/iiif/images/00108cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00108cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00108cc/manifest.json,cmhc
01127cc,People,people,,"People, Women, Children, Horses, Wagons",Unidentified people with horses and carriage (Prince collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1060,cmhc_item,"/img/derivatives/iiif/images/01127cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01127cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01127cc/manifest.json,cmhc
01128cc,People,people,Leadville (Colo.),"People, Women, Buildings",Woman at 135 Chestnut (Prince collection) ,,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24415,-106.29194,Photo,Scanned Negative,1061,cmhc_item,"/img/derivatives/iiif/images/01128cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01128cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01128cc/manifest.json,cmhc
01129cc,Buildings & Businesses,bandb,Canon City (Colo.),"Buildings, Aerials","Colorado State Penitentiary, Canon City, Colorado (Prince collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1062,cmhc_item,"/img/derivatives/iiif/images/01129cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01129cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01129cc/manifest.json,cmhc
01130cc,People,people,,People,Unidentified people and hay stacker (Prince collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1063,cmhc_item,"/img/derivatives/iiif/images/01130cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01130cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01130cc/manifest.json,cmhc
01131cc,People,people,,"People, Children, Interiors",Elva Simon and boy doll and Christmas tree (Elva Simon was Rose Marie Prince's mother) (Prince collection),Elva Simon,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1064,cmhc_item,"/img/derivatives/iiif/images/01131cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01131cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01131cc/manifest.json,cmhc
01132cc,People,people,,"People, Children, Interiors",Elva Simon at age 5 or 6 with her dolls and Christmas tree in 1912 or 1913. (Elva Simon was Rose Marie Prince's mother) (Prince collection),Elva Simon,This photo is property of Lake County Civic Center Association.,1912 or 1913,2021-03-30,,,Photo,Scanned Negative,1065,cmhc_item,"/img/derivatives/iiif/images/01132cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01132cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01132cc/manifest.json,cmhc
01133cc,People,people,Leadville (Colo.),"People, Children, Buildings, Businesses","Elva Simon and friend, 135 W Chestnut Street , May 19, 1918, Vienna grocery in background, (Elva Simon was Rose Marie Prince's mother) (Prince collection)",Elva Simon,This photo is property of Lake County Civic Center Association.,05/19/1918,2021-03-30,39.24415,-106.29194,Photo,Scanned Negative,1066,cmhc_item,"/img/derivatives/iiif/images/01133cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01133cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01133cc/manifest.json,cmhc
01134cc,People,people,Leadville (Colo.),"People, Women, Buildings",Madame Tuotte in front of 135 W Chestnut Street (Prince collection),Madame Tuotte,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24415,-106.29194,Photo,Scanned Negative,1067,cmhc_item,"/img/derivatives/iiif/images/01134cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01134cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01134cc/manifest.json,cmhc
01135cc,Leadville,leadville,Leadville (Colo.),"People, Buildings, Recreation, Parade, Harrison Avenue","Parade band, 5th Street & Harrison Avenue (Prince collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24808,-106.29163,Photo,Scanned Negative,1068,cmhc_item,"/img/derivatives/iiif/images/01135cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01135cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01135cc/manifest.json,cmhc
01136cc,People,people,,"People, Children",Elva Simon (Prince collection),Elva Simon,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1069,cmhc_item,"/img/derivatives/iiif/images/01136cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01136cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01136cc/manifest.json,cmhc
00109cc,People,people,Glenwood Springs (Colo.),"People, Men, Women, Lodges","Leadville's Fraternal Order of Eagles prize-winning Drum Corps, in Glenwood Springs, Colorado",,This photo is property of Lake County Civic Center Association.,,2021-01-13,,,Photo,Scanned Negative,107,cmhc_item,"/img/derivatives/iiif/images/00109cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00109cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00109cc/manifest.json,cmhc
01137cc,People,people,,"People, Women",Amy (Tuotte) Gay (Prince collection),Amy (Tuotte) Gay,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1070,cmhc_item,"/img/derivatives/iiif/images/01137cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01137cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01137cc/manifest.json,cmhc
01138cc,People,people,,"People, Women",Olivine Tuotte (Prince collection),Olivine Tuotte,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1071,cmhc_item,"/img/derivatives/iiif/images/01138cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01138cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01138cc/manifest.json,cmhc
01139cc,People,people,Turquoise Lake (Colo.),"People, Women, Children, Turquoise Lake",Mesdames LaBelle and Tuotte at Turquoise Lake (Prince collection),"Madame Labelle, Madame Tuotte",This photo is property of Lake County Civic Center Association.,,2021-03-30,39.27262,-106.37871,Photo,Scanned Negative,1072,cmhc_item,"/img/derivatives/iiif/images/01139cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01139cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01139cc/manifest.json,cmhc
01140cc,People,people,,"People, Women, Motorcycles",Mrs. Boafford & Mary Anne Reopelle on motorcycle and sidecar (Prince collection),"Mrs. Boafford, Mary Anne Roepelle",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1073,cmhc_item,"/img/derivatives/iiif/images/01140cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01140cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01140cc/manifest.json,cmhc
01141cc,People,people,Leadville (Colo.),"People, Men, Buildings, Businesses, Harrison Avenue","Two unidentified men on Harrison Avenue, Vienna Steam Laundry on right (Prince collection)",,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1074,cmhc_item,"/img/derivatives/iiif/images/01141cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01141cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01141cc/manifest.json,cmhc
01142cc,People,people,,"People, Children",Sadie Isacc and doll (Prince collection),Sadie Isacc,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1075,cmhc_item,"/img/derivatives/iiif/images/01142cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01142cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01142cc/manifest.json,cmhc
01143cc,People,people,Leadville (Colo.),"People, Men, Women, Houses","Conille and Olivine Tuotte, 115 W. Chestnut Street (Prince collection)","Conille Tuotte, Olivine Tuotte",This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24435,-106.29114,Photo,Scanned Negative,1076,cmhc_item,"/img/derivatives/iiif/images/01143cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01143cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01143cc/manifest.json,cmhc
01144cc,People,people,,"People, Women, Recreation",Two unidentified women fishing (Prince collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1077,cmhc_item,"/img/derivatives/iiif/images/01144cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01144cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01144cc/manifest.json,cmhc
01145cc,People,people,,"People, Men, Women, Houses",C.C. and Anna Whiting outside of cabin (Prince collection),"C.C. Whiting, Anna Whiting",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1078,cmhc_item,"/img/derivatives/iiif/images/01145cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01145cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01145cc/manifest.json,cmhc
01146cc,People,people,"Garden of the Gods (Colorado Springs, Colo.","People, Women, Automobiles",Maccabbees and 1921 Buick at Garden of the Gods (Prince collection),,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1079,cmhc_item,"/img/derivatives/iiif/images/01146cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01146cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01146cc/manifest.json,cmhc
00110cc,Mining,mining,"Lake County (Colo.), Iowa Gulch","Mining, Buildings",Continental Chief mine in Iowa Gulch ,,This photo is property of Lake County Civic Center Association.,,2021-01-13,39.23277,-106.17533,Photo,Scanned Negative,108,cmhc_item,"/img/derivatives/iiif/images/00110cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/00110cc/full/1140,/0/default.jpg",/img/derivatives/iiif/00110cc/manifest.json,cmhc
01147cc,People,people,,"People, Children","small boy portrait, 1907 (Prince collection)",,This photo is property of Lake County Civic Center Association.,1907,2021-03-30,,,Photo,Scanned Negative,1080,cmhc_item,"/img/derivatives/iiif/images/01147cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01147cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01147cc/manifest.json,cmhc
01148cc,People,people,Turquoise Lake (Colo.),"People, Men, Women, Children, Recreation, Turquoise Lake","Tuottes & LaBelles at Turquoise Lake July 4, 1913 (Prince collection)","Tuotte family, Labelle family",This photo is property of Lake County Civic Center Association.,07/04/1913,2021-03-30,39.27262,-106.37871,Photo,Scanned Negative,1081,cmhc_item,"/img/derivatives/iiif/images/01148cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01148cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01148cc/manifest.json,cmhc
01149cc,People,people,Stringtown (Colo.),"People, Men, Horses, Wagons, Houses",Harry Gay & Harry Nicholson in Stringtown with horse and carriage (Prince collection),"Harry Gay, Harry Nicholson",This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1082,cmhc_item,"/img/derivatives/iiif/images/01149cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01149cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01149cc/manifest.json,cmhc
01150cc,People,people,Twin Lakes (Colo.),"People, Women, Children, Twin Lakes",Mrs. Nadon (far left) and unidentified people at Twin Lakes (Prince collection),Mrs Nadon,This photo is property of Lake County Civic Center Association.,,2021-03-30,,,Photo,Scanned Negative,1083,cmhc_item,"/img/derivatives/iiif/images/01150cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01150cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01150cc/manifest.json,cmhc
01151cc,People,people,Leadville (Colo.),"People, Men, Women, Houses","Harry and Amy Gay, 143 W. Chestnut Street (Prince collection)","Harry Gay, Amy Gay",This photo is property of Lake County Civic Center Association.,,2021-03-30,39.24407,-106.29214,Photo,Scanned Negative,1084,cmhc_item,"/img/derivatives/iiif/images/01151cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01151cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01151cc/manifest.json,cmhc
01152cc,People,people,Leadville (Colo.),"People, Women, Houses","Bertha Coquez and Elva Simon, 1920's (Prince collection)","Bertha Coquez, Elva Simon",This photo is property of Lake County Civic Center Association.,1920,2021-03-30,,,Photo,Scanned Negative,1085,cmhc_item,"/img/derivatives/iiif/images/01152cc/full/250,/0/default.jpg","/img/derivatives/iiif/images/01152cc/full/1140,/0/default.jpg",/img/derivatives/iiif/01152cc/manifest.json,cmhc
