pid,label,location,keywords,caption,named_persons,credit,_date,object_type,current_location,source,order,layout,collection,thumbnail,full,manifest
00005cc,Leadville,Leadville,"Leadville, Lake County, Mine, Mining, Mines, Graham Park","Mikado mine, Greenback left, WolfTone in background, Northern end of Graham Park, c. 1920",,This photo is property of Lake County Civic Center Association.,01/16/20,Photo,Lake County Library,Scanned Negative,4,leadville_item,palace,"/img/derivatives/iiif/images/00005cc/full/250,/0/default.jpg",/img/derivatives/iiif/images/00005cc/full/full/0/default.jpg,/img/derivatives/iiif/00005cc/manifest.json
00006cc,Leadville,Leadville,"Leadville, Lake County, Mine, Mining, Miners, Men, Unidentified","Interior working of mine, c. 1920Davis Drug Co.",,This photo is property of Lake County Civic Center Association.,01/16/20,Photo,Lake County Library,Scanned Negative,5,leadville_item,palace,"/img/derivatives/iiif/images/00006cc/full/250,/0/default.jpg",/img/derivatives/iiif/images/00006cc/full/full/0/default.jpg,/img/derivatives/iiif/00006cc/manifest.json
00007cc,Leadville,Leadville,"Leadville, Lake County, Mine, Mining, Mines, Breece Hill, Gold","Garbutt mine, Idaho Park, c. 1920(located near the Ibex group)",,This photo is property of Lake County Civic Center Association.,01/16/20,Photo,Lake County Library,Scanned Negative,6,leadville_item,palace,"/img/derivatives/iiif/images/00007cc/full/250,/0/default.jpg",/img/derivatives/iiif/images/00007cc/full/full/0/default.jpg,/img/derivatives/iiif/00007cc/manifest.json
